what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1741204760757
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1741204760757
started,bundle,org.eclipse.wst.xml.core,1.1.401.v200908242115,"org.eclipse.wst.xml.core",1741204760757
os,sysinfo,,,"win32",1741204760758
arch,sysinfo,,,"x86",1741204760758
ws,sysinfo,,,"win32",1741204760758
locale,sysinfo,,,"en_US",1741204760758
processors,sysinfo,,,"12",1741204760759
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1741204760759
java.runtime.version,sysinfo,,,"1.6.0-b105",1741204760759
java.specification.name,sysinfo,,,"Java Platform API Specification",1741204760759
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1741204760759
java.specification.version,sysinfo,,,"1.6",1741204760759
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1741204760759
java.version,sysinfo,,,"1.6.0",1741204760759
java.vm.info,sysinfo,,,"mixed mode",1741204760759
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1741204760759
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1741204760759
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1741204760759
java.vm.specification.version,sysinfo,,,"1.0",1741204760759
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1741204760759
java.vm.version,sysinfo,,,"1.6.0-b105",1741204760759
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1741204761778
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741204761981
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741204771413
